",""Id"",""Fuente"",""Fecha_Registro"",""Seccion"",""Titulo"",""Fecha_Dia"",""Dia""";;;;;;;
"8699,""85643"",""EMOL"",""2016-10-03 11:41:04"",""Internacional"",""Victoria del ";No; en Colombia: ¿Cuales son las opciones de Santos y las FARC? ;" Emol.com"",2016-10-03,""lunes""";;;;
"8700,""85644"",""LA TERCERA"",""2016-10-03 11:41:21"",""entretencion"",""Teleton 2016: Prince Royce, Rio Roma y J. Balvin entre los primeros invitados"",2016-10-03,""lunes""";;;;;;;
"8701,""85645"",""EMOL"",""2016-10-03 11:42:08"",""Deportes"",""Gonzalo Lama sigue firme como el el numero uno de Chile en el ranking ATP ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8702,""85646"",""EMOL"",""2016-10-03 11:56:04"",""Nacional"",""Los detalles de la primera querella por estafa que Garay enfrenta en Santiago tras huir del pais ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8703,""85647"",""EMOL"",""2016-10-03 11:57:07"",""Economia"",""El No al acuerdo de paz en Colombia golpea al mercado local ante mayor incertidumbre ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8704,""85648"",""EMOL"",""2016-10-03 12:06:04"",""Tendencias"",""Hombre fue atacado dos veces por una osa enfurecida... y vivio para contarlo ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8705,""85649"",""LA TERCERA"",""2016-10-03 12:06:12"",""tendencias"",""Neil deGrasse Tyson prepara su priopio videojuego"",2016-10-03,""lunes""";;;;;;;
"8706,""85650"",""EMOL"",""2016-10-03 12:07:06"",""Nacional"",""Ricardo Lagos recalca que no pretendia imitar a Pinochet con polemica frase sobre ";los senores politicos; ;" Emol.com"",2016-10-03,""lunes""";;;;
"8707,""85651"",""LA TERCERA"",""2016-10-03 12:07:50"",""mundo"",""Jefe negociador del gobierno colombiano pone su cargo a disposicion tras triunfo del No"",2016-10-03,""lunes""";;;;;;;
"8708,""85652"",""EMOL"",""2016-10-03 12:11:04"",""Espectaculos"",""Bruno Mars estrenara nuevo single adelantandose al debut de su proximo album ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8709,""85653"",""EMOL"",""2016-10-03 12:21:04"",""Nacional"",""Proyecto que regularizara Uber: ¿Cuales son los requisitos para obtener licencia de conducir tipo A? ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8710,""85654"",""LA TERCERA"",""2016-10-03 12:21:22"",""entretencion"",""The Batman: Asi se llama el as bajo la manga de Ben Affleck y DC"",2016-10-03,""lunes""";;;;;;;
"8711,""85655"",""EMOL"",""2016-10-03 12:22:07"",""Tecnologia"",""Cinco anos de ALMA: El legado del radiotelescopio instalado en el desierto de Atacama ";" Emol.com"",2016-10-03,""lunes""";;;;;;
"8712,""85656"",""LA TERCERA"",""2016-10-03 12:22:24"",""entretencion"",""Creador de 'Archer' anuncia el fin de la serie"",2016-10-03,""lunes""";;;;;;;
"8713,""85657"",""EMOL"",""2016-10-03 12:23:09"",""Deportes"",""Seleccionado ecuatoriano y su confianza para el partido con Chile: ";Sabemos que vamos a ganar aca; ;" Emol.com"",2016-10-03,""lunes""";;;;
"8714,""85658"",""LA TERCERA"",""2016-10-03 12:23:26"",""politica"",""Cadem: Guillier anota leve alza y se ubica ocho puntos abajo de Sebastian Pinera"",2016-10-03,""lunes""";;;;;;;
"8715,""85659"",""EMOL"",""2016-10-03 12:24:10"",""Internacional"",""Jefe negociador del Gobierno en acuerdo de paz con las FARC pone cargo a disposicion de Santos ";" Emol.com"",2016-10-03,""lunes""";;;;;;
